locale_id;sk;sk - upravena hlaska;en;en-upravena hlaska
graph.exportPNG;Ako PNG;;As PNG;
graph.zoomIn;Priblížiť;;Zoom in;
graph.zoomOut;Oddialiť;;Zoom out;
group;Skupina;;Group;
groups.action;Akcia;;Action;
groups.addMember;Pridať člena;;Add member;
groups.addNewGroup;Pridať pracovnú skupinu;;Add new group;
groups.addToOngoingPolls;Pridať do prebiehajúcich hlasovaní;;Add to ongoing polls;
groups.addToOngoingSession;Pridať do prebiehajúcich zasadnutí;;Add to ongoing session;
groups.addingMember;Pridávam nového člena;Pridávam nového člena.;Adding member;
groups.creatingGroup;Vytváram novú skupinu;Vytváram novú skupinu.;Creating group;
groups.description;Popis;;Description;
groups.display;Zobraziť;;Show;
groups.editGroup;Zmena skupiny;;Edit group;
groups.editItem;Upraviť položku;;Edit item;
groups.editingGroup;Upravujem skupinu;Upravujem skupinu.;Editing group;
groups.email;Email;E-mailová adresa;Email;
groups.errors.chairmanRequired;Predseda skupiny je povinný;Predseda skupiny je povinný údaj.;Chairman is required;
groups.errors.descriptionRequired;Popis je povinný;Popis je povinný údaj.;Description is required;
groups.errors.groupNameRequired;Názov skupiny je povinný;Názov skupiny je povinný údaj.;Group name is required;
groups.errors.groupShortNameRequired;Skratka skupiny je povinná;Skratka skupiny je povinný údaj.;Abbreviation of group is required;
groups.errors.organizationRequired;Organizácia je povinná;Organizácia je povinný údaj.;Organization is required;
groups.export;Export;;Export;
groups.groupList;Pracovné skupiny;;Group List;
groups.groupMembersHistory;História členstva v pracovnej skupine;;Group members history;
groups.groupName;Názov skupiny;;Group Name;
groups.lastMeetingDate;Dátum posledného zasadnutia;;Last meeting date;
groups.listOfMembers;Zoznam členov;;List of members;
groups.mandatory;povinné;;mandatory;
groups.master;Predseda;;Master;
groups.member;Člen;;Member;
groups.memberSuccessfullyAdded;Člen úspešne pridaný.;Člen bol úspešne pridaný.;Member Successfully Added.;
groups.name;Meno;Meno a priezvisko;Name;
groups.nextMeetingDate;Dátum najbližšieho zasadnutia;;Next meeting date;
groups.organization;Organizácia;;Organization;
groups.professionals;Odborná verejnosť;;Professionals;
groups.removeGroupMember;Odstrániť člena skupiny;Odstránenie člena zo skupiny;Remove group member;
groups.removingMember;Odstraňujem člena;;Removing member;
groups.role;Rola;;Role;
groups.seeEmailAddresses;Vidí e-mailové adresy;Vidí e-mailové adresy.;Sees email addresses;
groups.select;Vyberte možnosť;;Select option;
groups.selectDate;Vyberte dátum;;Select date;
groups.selectMember;Vyberte člena;;Select memeber;
groups.selectOrganization;Vyberte organizaciu;;Select organization;
groups.selectRole;Vyberte rolu;;Select role;
groups.sendEmail;Poslať email;Poslať e-mail.;Send email;
groups.shortGroupName;Skratka skupiny;;Abbreviation of group;
groups.shortName;Skratka názvu;;Short name;
groups.show;Zobraziť;;Show;
groups.showRecords;záznamov;;items;
groups.sureRemoveMember;Naozaj chcete odstrániť člena skupiny?;Naozaj chcete odstrániť člena zo skupiny?;Are you sure you want to remove a group member?;
groups.userName;Meno;;Name;
history.ACTIONS.CHANGE_OWNER;Zmena vlastníka položky;;Change owner;
history.ACTIONS.CHANGE_OWNER_INCIDENT_REL;Zmena vlastníka vzťahu;;Change owner incident relation;
history.ACTIONS.CREATE;Vytvorenie položky;;Create;
history.ACTIONS.CREATE_INCIDENT_REL;Vytvorenie vzťahu ku položke;;Create incident relation;
history.ACTIONS.INVALIDATE;Zneplatnenie položky;;Invalidate;
history.ACTIONS.INVALIDATE_INCIDENT_REL;Zneplatnenie vzťahu;;Invalidate incident relation;
history.ACTIONS.RECYCLE;Splatnenie položky;;Recycle;
history.ACTIONS.RECYCLE_INCIDENT_REL;Splatnenie vzťahu;;Recycle incident relation;
history.ACTIONS.UPDATE;Aktualizácia položky;;Update;
history.ACTIONS.UPDATE_INCIDENT_REL;Aktualizácia vzťahu;;Update incident relation;
historyTab.compare.modified;{{date}};;;
historyTab.compareButtonLabel;Porovnať vybrané záznamy;;Compare selected versions;
historyTab.configurationItem; Informácie o zázname;Informácie o zázname;Information about record;
historyTab.configurationItemTable;Historické záznamy;;Historic records;
historyTab.configurationItemView.createdAt;Vytvorené;;Created at;
historyTab.configurationItemView.createdBy;Vytvoril;;Created by;
historyTab.configurationItemView.lastModifiedAt;Posledná zmena;;Last modified at;
historyTab.configurationItemView.lastModifiedBy;Poslednú zmenu vykonal;;Last modified by;
historyTab.configurationItemView.owner;Vlastník;;Owner;
historyTab.configurationItemView.source;Zdroj;;Source;
historyTab.configurationItemView.state;Stav evidencie;;State of evidence;
historyTab.hideCheckButtonLabel;Zobraziť iba zmeny;;Show only changes;
historyTab.table.actionBy;Vykonal;;Action by;
historyTab.table.actionTime;Dátum zmeny;;Action time;
historyTab.table.actions;Typ akcie;;Action type;
historyTab.table.attachements;Prílohy;;Attachments;
historyTab.table.note;Poznámka;;Note;
historyTab.table.targetStatus;Cieľový stav;;Target status;
howto.guides;Postupy a návody;;Procedures and guides;
input.requiredField;(povinné);;(required);
language.en;English;Anglický jazyk;English;
language.ge;German;Nemecký jazyk;;
language.sk;Slovenčina;Slovenský jazyk;Slovenčina;
languageSelector.close;Skryť jazykové menu;;Close language menu;
languageSelector.open;Rozbaliť jazykové menu;;Open language menu;
listActions.selectView;Zobraziť;;View;
loading.loadingSubPage;Načítavam podstránku;Načítavam podstránku.;Loading sub-page;
loading.neighboursCardList;Načítavam vzťahy na súvisiace položky;Načítavam vzťahy na súvisiace položky.;Loading related item relationships;
loginProblems.description;Kontaktujte prosím administrátora e-mailom na;Kontaktujte, prosím, administrátora MetaIS e-mailom na adresu: ;Please contact administrator by email on <email>metais@mirri.gov.sk</email>;Please contact administrator by email at: 
loginProblems.heading;Máte problémy s prihlásením sa do systému?;;Do you have problems logging into the system?;
meetings.actions;Viac akcií;;More actions;
meetings.addNewMeeting;Pridať zasadnutie;;Add a meeting;
meetings.beginDate;Dátum a čas;;Date and time;
meetings.cancelMeeting;Zrušiť zasadnutie;;Cancel meeting;
meetings.canseledMeeting;Zasadnutie bolo zrušené;;Meeting was canceled;
meetings.canseledMeetingReason;Dôvod zrušenia;;Reason of canceling;
meetings.changeVote;Zmeniť;;Modify;
meetings.date;Dátum zasadnutia;;Date of meeting;
meetings.description;Popis;;Description;
meetings.documentLinks;Linky na dokumenty;;Document links;
meetings.documents;Podklady k zasadnutiu;;Meeting documents;
meetings.editItem;Upraviť zasadnutie;;Edit meeting;
meetings.editMeeting;Zmeniť zasadnutie;;Edit meeting;
meetings.email;Emailová adresa;E-mailová adresa;Email address;
meetings.end;Koniec zasadnutia;;End of the meeting;
meetings.errors.meetingActorsRequired;Pozvaní používatelia sú povinní;Pozvaní používatelia je povinný údaj.;Invited users are required;
meetings.errors.meetingDateRequired;Dátum stretnutia je povinný;Dátum stretnutia je povinný údaj.;Date of the meeting is required;
meetings.errors.meetingDescriptionRequired;Opis stretnutia je povinný;Opis stretnutia je povinný;Meeting description is required;
meetings.errors.meetingExternalActorsEmailRequired;Email je povinný;E-mailová adresa je povinný údaj.;Email is required;
meetings.errors.meetingExternalActorsNameRequired;Meno použivateľa je povinné;Meno je povinný údaj.;User name is required;
meetings.errors.meetingNameRequired;Názov stretnutia je povinný;Názov stretnutia je povinný údaj.;The name of the meeting is required;
meetings.errors.meetingPlaceRequired;Miesto stretnutia je povinné;Miesto stretnutia je povinný údaj.;Meeting place is required;
meetings.errors.meetingTimeEndRequired;Čas je povinný;Čas je povinný údaj.;Time is required;
meetings.errors.meetingTimeStartRequired;Čas je povinný;Čas je povinný údaj.;Time is required;
meetings.filter.endDate;Prijaté v období do;Realizované v období do;Accepted in the period up to;
meetings.filter.group;Pridelená pracovná skupina;;Assigned working group;
meetings.filter.meetingOption;Zobraziť;Zobraziť zasadnutie;View;
meetings.filter.meetingOptionValue.all;Všetky zasadnutia;;All meetings;
meetings.filter.meetingOptionValue.my;Len moje zasadnutia;;Only my meetings;
meetings.filter.startDate;Prijaté v období od;Realizované v období od;Accepted in the period from;
meetings.filter.state;Stav;Stav zasadnutia;State;
meetings.form.addExternalActors;+ Pridať ďalšieho hosťa;;+ Add another guest;
meetings.form.date;Dátum zasadnutia;;Date of meeting;
meetings.form.externalActorDescription;Doplnkový popis;;Additional description;
meetings.form.externalActorEmail;Emailová adresa;E-mailová adresa;Email address;
meetings.form.externalActorName;Meno a priezvisko;;Name and surname;
meetings.form.group;Pozvané skupiny;;Invited groups;
meetings.form.heading.actors;Pozvaní;;Invited users;
meetings.form.heading.dateTime;Čas a miesto;;Time and place;
meetings.form.heading.documents;Dokumenty;;Documents;
meetings.form.heading.documentsDetail;Zadajte odkazy na dokumenty;;Enter links to documents;
meetings.form.heading.documentsExport;A/Alebo nahrajte dokumenty;;And/Or upload documents;
meetings.form.heading.externalActors;Pozvať hostí;;Invite guests;
meetings.form.heading.program;Program zasadnutia;;Agenda of the meeting;
meetings.form.heading.proposals;Zoznam návrhov;;List of proposals;
meetings.form.heading.reasons;Úprava zasadnutia;;Updating of the meeting;
meetings.form.meetingActors;Pozvaní používatelia;;Invited guests;
meetings.form.name;Názov zasadnutia;;Name of meeting;
meetings.form.place;Miesto zasadnutia;;Meeting place;
meetings.form.program;Agenda;;Agenda;
meetings.form.proposalsButton;Vybrať zo zoznamu;;Select from list;
meetings.form.proposalsSelect;Súvisiace návrhy;;Related proposals;
meetings.form.timeEnd;Čas zasadnutia do;;Meeting time to;
meetings.form.timeStart;Čas zasadnutia od;;Meeting time from;
meetings.groupName;Názov pracovnej skupiny;;Name of the working group;
meetings.groupShortName;Skratka pracovnej skupiny;;Working group abbreviation;
meetings.guestNumber;Hosť;;Guest;
meetings.labelNo;Nie;;No;
meetings.labelYes;Áno;;Yes;
meetings.linkChange;Zmeniť záznam;;Change entry;
meetings.linkSave;Uložiť záznam;;Save entry;
meetings.listActors;Zoznam pozvaných;;List of invitees;
meetings.mandatory;povinné;;mandatory;
meetings.meetingActors;Pozvaní členovia;;Invited members;
meetings.meetingExternalActors;Hostia;;Guests;
meetings.name;Meno;;Name;
meetings.noDocumentsAttached;Nie sú priložené žiadne dokumenty;Nie sú priložené žiadne dokumenty.;No documents attached;
meetings.noDocumentsLinkAttached;Nie sú priložené žiadne odkazy na dokumenty;Nie sú priložené žiadne odkazy na dokumenty.;No links to documents attached;
meetings.notification;Ignorovať osobné nastavenia notifikácií;;Ignore personal notification settings;
meetings.notificationUser;Poslať notifikáciu len novým účastníkom;;Send notification only to new subscribers;
meetings.otherDocuments;Iné dokumenty;;Other documents;
meetings.participateButton;Uložiť;;Save;
meetings.participation;Potvrdenie o účasti;;Confirmation of participation;
meetings.participationValue.ACCEPTED;Potvrdil účasť;;Accepted;
meetings.participationValue.DECLINED;Zamietol účasť;;Declined;
meetings.place;Miesto zasadnutia;;Location;
meetings.program;Program zasadnutia;;Agenda;
meetings.proposal;Súvisiaci návrh predložený prostredníctvom MetaIS;;Related proposal submitted via MetaIS;
meetings.proposals.createdAt;Dátum zadania návrhu;;Date of submission;
meetings.proposals.name;Predkladateľ;;Submitted by;
meetings.proposals.requestChannel;Typ návrhu;;Type of proposal;
meetings.proposals.requestChannelValue.RI;Referencovateľný identifikátor;;Reference identifier;
meetings.proposals.requestChannelValue.RR;Referenčný register;;Reference register;
meetings.proposals.requestChannelValue.WEB;Všeobecný;;Web;
meetings.proposals.requestChannelValue.ZC_Header;Žiadosť o zmenu ZČ;;Request for change codelist;
meetings.proposals.requestChannelValue.ZC_Request;Žiadosť o pridanie nového ZČ;Žiadosť o vytvorenie nového ZČ;Request for add new codelist;
meetings.proposals.srName;Názov návrhu;;Name of proposal;
meetings.proposals.standardRequestState;Stav;;Status;
meetings.proposals.standardRequestStateValue.ACCEPTED;Akceptovaný;;Accepted;
meetings.proposals.standardRequestStateValue.ASSIGNED;Priradený;;Assigned;
meetings.proposals.standardRequestStateValue.REJECTED;Zamietnutý;;Rejected;
meetings.proposals.standardRequestStateValue.REQUESTED;Nový;;Requested;
meetings.reasonOfCanceling;Dôvod zamietnutia;;Reason of canceling;
meetings.reasonsDescription;Dôvod a popis zmeny;;Reason and description of the change;
meetings.record;Záznam zo stretnutia;;Record of the meeting;
meetings.start;Začiatok zasadnutia;;Start of the meeting;
meetings.state;Stav;;State;
meetings.stateValue.CANCELED;Zrušené;;Cancelled;
meetings.stateValue.FUTURE;Nový;;New;
meetings.stateValue.NOW;Prebiehajúce;;Ongoing;
meetings.stateValue.PAST;Ukončené;;Ended;
meetings.stateValue.SUMMARIZED;Vyhodnotené;;Assessed;
meetings.userName;Meno;;Name;
meetings.userOrgName;Organizácia;;Organisation;
meetings.vote;Zúčastním sa;;I will participate;
meetings.voteValue.ACCEPTED;Áno;;Yes;
meetings.voteValue.DECLINED;Nie;;No;
metaAttributes.state.;;;;
metaAttributes.state.APPROVAL_IN_PROGRESS;Návrh na pripomienkovanie;;Draft for review;
metaAttributes.state.DELETED;Zneplatnené;;Invalidated;
metaAttributes.state.DRAFT;Vytvorené;;Created;
metaAttributes.state.INVALIDATED;Zneplatnené;;Invalidated;
metaAttributes.state.IN_CONSTRUCTION;rozpracovaný/nepovinný;;in-progress/optional;
metaAttributes.state.MPK_IN_PROGRESS;Návrh do MPK;;MPK draft;
metaAttributes.state.PUBLISHED;Schválený a publikovaný;;Approved and published;
metaAttributes.state.READY_TO_APPROVAL;Návrh na zaradenie do zoznamu referenčných registrov;;Request for registration in the list of reference registers;
metaAttributes.state.REJECTED;Zamietnutý na zaradenie do zoznamu referenčných registrov;;Registration in the list of reference registers rejected;
metaAttributes.state.UNKNOW;Neznámy;;Unknown;
modalKris.approveModal.approveDate;Schválil dátum  ;;Approved Date ;
modalKris.approveModal.approveName;Schválil meno;;Approved Name;
modalKris.approveModal.approveOrg;Schválil funkcia;;Approved function;
modalKris.approveModal.description;Popis k schváleniu;;Description for approval;
modalKris.approveModal.evalData;Hodnotenie úplnosti údajov;;Data Completeness Evaluation;
modalKris.approveModal.evalDate;Vyhotovil dátum;;Educated Date;
modalKris.approveModal.evalName;Vyhotovil meno;;Evaluated Name;
modalKris.approveModal.evalOrg;Vyhotovil funkcia;;Produced function;
modalKris.approveModal.evalStructures;Hodnotenie správnosti štruktúr;;Evaluation of correctness of structures;
modalKris.approveModal.tooltip.description;Zadajte zápis k schváleniu - zobrazí sa v protokole;;Enter an entry for approval - it will appear in the log;
modalKris.approveModal.tooltip.evalStructures;Hodnotenie správnosti štruktúr a dodržania NKIVS;;Evaluation of correctness of structures and compliance with NKIVS;
modalKris.approveModal.verifiedDate;Overil dátum;;Verified Date;
modalKris.approveModal.verifiedName;Overil meno;;Verified Name;
modalKris.approveModal.verifiedOrg;Overil funkcia;;Verified function;
modalKris.generatePdf.allISVS;Všetky ISVS;;all ISVS;
modalKris.generatePdf.allProjects;Všetky projekty;;all projets;
modalKris.generatePdf.docGenStart;Generovanie dokumentu zahájené. Táto operácia môže v závislosti od komplexnosti KRIT trvať až niekoľko minút.;Generovanie dokumentu sa začalo. Táto operácia môže v závislosti od komplexnosti KRIT trvať až niekoľko minút.;Document generation has started. This operation can take few minutes depending on KRIT complexity.;
modalKris.generatePdf.isvs;Vyberte ISVS;;Select ISVS;
modalKris.generatePdf.project;Vyberte projekt;;Select projet;
modalKris.generatePdf.tooBigToGenerate;Generovanie KRITu nie je momentálne možné z dôvodu rozsiahlosti štruktúry tohoto KRIT;Generovanie KRITu nie je momentálne možné z dôvodu rozsiahlosti štruktúry tohoto KRIT.;Unable to generate KRIT PDF because of size of the current KRIT.;
modalKris.returnToWorkout.note;Popis k dopracovaniu;;Request for approval;
modalKris.revalidate.okButton;Splatnenie;;Revalidate;
mutationFeedback.successfulCloned;Položka bola úspešne klonovaná;Položka bola úspešne klonovaná.;The item was successfully cloned;
mutationFeedback.successfulCreated;Položka bola úspešne vytvorená;Položka bola úspešne vytvorená.;The item was successfully created;
mutationFeedback.successfulMemberUpdated;Rola bola úspešne zmenená;Rola bola úspešne zmenená.;Role was successfully changed;
mutationFeedback.successfulRelationCreated;Vzťah bol úspešne vytvorený.;;Relation was successfully created;
mutationFeedback.successfulUpdated;Položka bola úspešne zmenená;Položka bola úspešne zmenená.;The item was successfully changed;
mutationFeedback.successfulUpdatedList;Položky boli úspešne zmenené;Položky boli úspešne zmenené.;Items have been changed successfully;
navMenu.GoalsPrincipalsActivitiesKRIT;Ciele, princípy a KRIT;;Goals, principles and KRIT;
navMenu.centralDataModel;Centrálny dátový model;;Central data model;
navMenu.dataElementsCatalogue;Katalóg dátových prvkov;;Data elements catalogue;
navMenu.dataObjects;Dátové objekty;;Data objects;
navMenu.dataObligationsRegister;Register dátových oprávnení a povinností;;Register of data authorizations and obligations;
navMenu.egovComponents;e-Government komponenty;;e-Government Components;
navMenu.guides;Postupy a návody;;Guides and procedures;
navMenu.hide;Skrt;Skryť;Hide;
navMenu.innerNav;Vnútorná navigácia;;Inner navigation;
navMenu.lists.aktivita;Aktivity;;Activity;
navMenu.lists.applicationServices;Aplikačné služby;;Application services;
navMenu.lists.architectonicRepository;Architektonický repozitár;;Architectonic repository;
navMenu.lists.assembliesAndReports;Zostavy a reporty;;Assemblies and reports;
navMenu.lists.attributesEvidenceObjects;Atribút objektu evidencie;;Attributes of evidence objects;
navMenu.lists.authorities;Orgány verejnej moci;;Public authorities;
navMenu.lists.centralModel;Centrálny dátový model;;Central data model;
navMenu.lists.ciel;Ciele;;Goals;
navMenu.lists.codelists;Číselníky;;Codelists;
navMenu.lists.codelistsList;Zoznam číselníkov;;Codelists list;
navMenu.lists.codelistsRequestsList;Zoznam žiadostí o pridanie číselníka;;List of requests to add a codelist;
navMenu.lists.commission;Komisia na štandardizáciu ITVS;;ITVS Standardization Commission;
navMenu.lists.concept;Tvorba návrhu;;Concept creation;
navMenu.lists.concepts;Zoznam návrhov predložených prostredníctvom MetaIS;;Drafts list;
navMenu.lists.educationalCourses;Školenia;;Educational courses;
navMenu.lists.endServices;Koncové služby;;End services;
navMenu.lists.evidenceObjects;Objekt evidencie;;Evidence objects;
navMenu.lists.goals;Ciele, princípy a KRIT;;Objectives, principles and KRIT;
navMenu.lists.groups;Pracovné skupiny v pôsobnosti komisie pre štandardizáciu ITVS;Pracovné skupiny v pôsobnosti Komisie pre štandardizáciu ITVS;Working groups of the commission;
navMenu.lists.infrastructures;Infraštruktúrna služba;;Infrastructure services;
navMenu.lists.integrationAgreementsOnServiceLevel;Integračné dohody o úrovni poskytovania služieb (ISLA);;Integration agreements on the level of service provided (ISLA);
navMenu.lists.isvs;ISVS;;ISVS;
navMenu.lists.krit;Koncepty rozvoja IT;;Concepts of IT development;
navMenu.lists.licenses;Licencie;;Licenses;
navMenu.lists.meetings;Zoznam zasadnutí;;Meetings;
navMenu.lists.monitoringApp;Monitorované parametre AS;;Monitored parameters of AS;
navMenu.lists.monitoringEnd;Monitorované parametre KS;;Monitored parameters of KS;
navMenu.lists.monitoringImport;Import monitorovacích parametrov;;Import of monitored parameters;
navMenu.lists.monitoringServices;Monitoring služieb;;Monitoring services;
navMenu.lists.monitoringSet;Zostava monitorovaných parametrov;;Set of monitoring parameters;
navMenu.lists.notInOVM;Prevádzkovatelia IS, ktorí nie sú orgánmi riadenia;;Operators, which are not in OVM;
navMenu.lists.operationPlace;Miesto prevádzky;;Operation place;
navMenu.lists.otherComponents;Ostatné komponenty;;Other components;
navMenu.lists.overviews;Prehľady;;Overviews;
navMenu.lists.personalProcedures;Osobitný postup;Osobitné postupy;Personal procedures;
navMenu.lists.princip;Princípy;;Principles;
navMenu.lists.procedures;Osobitné postupy;;Special procedures;
navMenu.lists.process;Proces;;Process;
navMenu.lists.processorsOfITDevelopmentConcepts;Spracovatelia KRIT;;Processors of KRIT;
navMenu.lists.programs;Programy;;Programs;
navMenu.lists.projects;Projekty;;Projects;
navMenu.lists.prud;Register dátových oprávnení a povinností;;Register of data permissions and responsibilities;
navMenu.lists.publicAuthorityHierarchy;Hierarchia orgánov riadenia;;Hierarchy of public authorities;
navMenu.lists.publicCodelists;Publikované číselníky;;Public codelists;
navMenu.lists.referenceIdentifiersList;Zoznam referenčných identifikátorov;Zoznam referencovateľných identifikátorov;List of reference identifiers;
navMenu.lists.referenceIdentifiersRequestsList;Zoznam žiadostí o pridanie referenčného identifikátora;Zoznam žiadostí o pridanie referencovateľného identifikátora;List of requests to add a reference identifier;
navMenu.lists.registers;Referenčné registre;;Reference registers;
navMenu.lists.registersList;Zoznam referenčných registrov;;List of reference registers;
navMenu.lists.registersRequestsList;Zoznam žiadostí o pridanie referenčného registra;;List of requests to add a reference register;
navMenu.lists.relationsInspection;Inšpekcia vzťahov;;Inspection of relations;
navMenu.lists.sdg;Jednotná digitálna brána;;Uniform digital gate;
navMenu.lists.servers;Servery;;Servers;
navMenu.lists.serviceLevelAgreementsWithOperator;Dohody o úrovni poskytovania služieb s prevádzkovateľom (SLA);;Service level agreements with the Operator (SLA);
navMenu.lists.standards;Štandardy ISVS;Štandardy ITVS;Standards of ISVS;
navMenu.lists.subordinates;Podriadené osoby;;Subordinates;
navMenu.lists.totalCostOfOwnership;Celkové náklady na vlastníctvo;;Total costs of ownership;
navMenu.lists.virtualMachines;Virtuálne stroje;;Virtual machines;
navMenu.lists.votes;Zoznam hlasovaní;;Votes;
navMenu.lists.webAddress;Webové sídla;;Web addresses;
navMenu.lists.webResidence;Webové sídla;;Web residences;
navMenu.lists.webResidenceAndMobileApps;Webové sídlo a mobilné aplikácie;;Web residence and mobile applications;
navMenu.mainNav;Hlavná navigácia;;Main navigation;
navMenu.monitoringNav;Zostavy a monitoring;;Reports and monitoring;
navMenu.programProjectsActivities;Programy, projekty a aktivity;;Programs, projects and activities;
navMenu.publicAuthoritiesNav;Orgány riadenia;;Public authorities;
navMenu.referenceIdentifiers;Referenčné identifikátory;;Reference identifiers;
navMenu.reports;Zoznam zostáv;;List of reports;
navMenu.show;Ukáž;;Show;
navMenu.standardization;Štandardizácia;;Standardization;
navbar.closeMenu;Skry menu;Skryť menu;Close menu;
navbar.development;Regionálny rozvoj;;Regional Development;
navbar.domain;Doména gov.sk je oficálna;;The gov.sk domain is official;
navbar.e-gov;e-gov;;e-gov;
navbar.eurofonds;Eurofondy;;Eurofunds;
navbar.factChecker;Fact-checker;;Fact-checker;
navbar.hideInformationAboutSite;Skry informácie o stránke;Skryť informácie o stránke;Hide information about site;
navbar.info;Informatizácia;;Digitization;
navbar.inovations;Inovácie;;Innovations;
navbar.invest;Investície;;Investments;
navbar.link;Odkazy na jednotlivé webové sídla orgánov verejnej moci nájdete na tomto odkaze;;Links to individual websites of public authorities can be found at this link;
navbar.linkToHomePage;Odkaz na hlavnú stránku;;Link to home page;
navbar.linksToWebs;odkazy na webové stránky orgánov verejnej moci;;links to websites of public authorities;
navbar.login;Prihlásiť;;Login;
navbar.logout;Odhlásiť;;Logout;
navbar.menu;Menu;;Menu;
navbar.ministryName;Ministerstvo investícií, regionálneho rozvoja a informatizácie SR;;Ministry of Investments, Regional Development and Informatization of the Slovak Republic;
navbar.newItem;+ Nová položka;;+ New Item;
navbar.notifications;Notifikácie;;Notifications;
navbar.official;Oficiálna stránka;;Official Website;
navbar.officialSite;Toto je oficiálna webová stránka orgánu verejnej moci Slovenskej republiky. Oficiálne stránky využívajú najmä doménu gov.sk.;;This is the official website of the public authority of the Slovak Republic. Official websites primarily use the gov.sk domain.;
navbar.openMenu;Otvor menu;;Open menu;
navbar.profile;Profil;;Profile;
navbar.profileImage;Profilový obrázok;;Profile image;
navbar.publicAdministration;verejnej správy SR;;Public Administration;
navbar.registration;Registrácia;;Registration;
navbar.safety;Buďte pozorní a vždy sa uistite, že zdieľate informácie iba cez zabezpečenú webovú stránku verejnej správy SR.Zabezpečená stránka vždy začína https:// pred názvom domény webového sídla.;Buďte pozorní a vždy sa uistite, že zdieľate informácie iba cez zabezpečenú webovú stránku verejnej správy SR. Zabezpečená stránka vždy začína https:// pred názvom domény webového sídla.;Be cautious and always ensure that you share information only through a secure website of the public administration of the Slovak Republic. A secure page always starts with https:// before the domain name of the website.;
navbar.search;Search;Hľadať;Search;
navbar.searchPlaceholder;Zadajte hľadaný výraz;;Enter search term;
navbar.security;Táto stránka je zabezpečená;;This page is secure;
navbar.showInformationAboutSite;Rozbaľ informácie o stránke;;Show information about site;
navbar.sk;SK;;SK;
navbar.skip;Preskočiť na hlavný obsah;;Skip to main content;
neighboursCardList.buttonAddNewRelation;Pridať nový vzťah;;Add a new relation;
neighboursCardList.buttonAddNewRelationCard;Pridať novú položku a vzťah;;Add a new item and relationship;
neighboursCardList.heading;Vzťahy na súvisiace položky;;Related item relationships;
newRelation.addItems;Pridať vybrané položky;;Add selected items;
newRelation.cancel;Zrušiť;;Cancel;
newRelation.deleteButton;Odstrániť;;Delete;
newRelation.detailButton;Detail položky;;Item's Detail;
newRelation.errorMessage;Ospravedlňujeme sa, ale pri vytváraní nového vzťahu nastala chyba. Pokúste sa zopakovať odoslanie formuláru. V prípade, že sa chyba vyskytla opakovane, kontaktujte administrátora e-mailom na ;Ospravedlňujeme sa, ale pri vytváraní nového vzťahu nastala chyba. Pokúste sa zopakovať odoslanie formuláru. V prípade, že sa chyba vyskytla opakovane, kontaktujte, prosím, administrátora MetaIS e-mailom na adrese:;We apologize, but an error occurred while creating new relation. Try submitting the form again. If the error occurs repeatedly, contact the administrator by e-mail at:;
newRelation.errorTitle;Nastala chyba;;Error occured;
newRelation.heading;Pridať nový vzťah ...;;Add new relation ...;
newRelation.newCiWithRelationHeading;Pridať novú položku a vzťah {{entityName}};;Add new item and relation of {{entityName}};
newRelation.pickItems;Vybrať zo zoznamu;;Pick from list;
newRelation.relation;Vzťah;;Relation;
newRelation.save;Uložiť nový vzťah;;Save new relation;
newRelation.selectRelType;Typ vzťahu;;Type of relation;
newRelation.selectRelTypeError;Na vytvorenie tohto typu vzťahu Vám chýbajú potrebné práva;Na vytvorenie tohto typu vzťahu Vám chýbajú potrebné oprávnenia.;You are missing needed rights to create this relation type;
newRelation.selectSource;Zdroj (Vybraný objekt);;Source (Chosen object);
newRelation.selectTarget;Cieľ (Vybraný objekt);;Target (Chosen object);
newRelation.selectedObject;Vybraný objekt (typ);;Selected object (type);
newRelation.wrongRoleRelTypeError;Vybraná rola nemá právo vytvoriť daný typ vzťahu;Vybraná rola nemá právo vytvoriť daný typ vzťahu.;Selected role do not have right to create this relation type;
notifications.ERROR;Chyby;;Errors;
notifications.INFO;Informácie;;Informations;
notifications.all;Všetky;;All;
notifications.column;Stĺpec;;Column;
notifications.columns;Stĺpce;;Columns;
notifications.columnsNames.createdAt;Dátum vytvorenia;;Created at;
notifications.columnsNames.deleted;Vymazané;;Deleted;
notifications.columnsNames.eventType;Typ udalosti;;Event type;
notifications.columnsNames.id;Identifikátor;;ID;
notifications.columnsNames.message;Správa;;Message;
notifications.columnsNames.messagePerex;Názov;;Name;
notifications.columnsNames.notifType;Typ;;Type;
notifications.columnsNames.readedAt;Dátum prečítania;;Readed at;
notifications.columnsNames.sendToUserIdSet;Odoslané zostave používateľov;Odoslané zostave používateľov.;Odoslané zostave používateľov;
notifications.columnsNames.targetUri;Cieľová URL;;Target URI;
notifications.columnsNames.userId;ID používateľa;;User ID;
notifications.created;Vytvorené;;Created;
notifications.deleteAll;Vymazať všetko;;Delete all;
notifications.deleteSelected;Zmaž označené;;Delete selected;
notifications.description;Popis;;Description;
notifications.eventType;Typ notifikacií;;Event Type;
notifications.home;Domov;;Home;
notifications.notifications;Upozornenia;;Notifications;
notifications.onlyUnread;Iba neprečítané;;Only unread;
notifications.setAllAsRead;Nastaviť všetko ako prečítané;;Set all as read;
publicAuthorities.hierarchy;Hierarchia orgánov riadenia;;Hierarchy of public authorities;
